,review,rating
649,"good base for holding clamp in place.  you do need some sort of base for the sharpening system, this is a cheap way to go.",1.0
650,"i am a level-headed person, usually rational and calm. i just threw this remote in the trash can. this has never happened before.

the assistant kept popping up. every time i use the remote i had to press some 14 buttons in sequence to go through the ""tutorial"". then, next time i want to watch something, same thing. i spent 1 hour trying to turn it off, but cannot. to turn it off you need to reset to an earlier version of the setup software and do everything from scratch. the early version does not exist anymore. not worth my time. this remote is much much worse than the $15 sony universal remote. even when it was working, it does not let you configure in any rational way. horrible, horrible experience. i am pretty sure i will never buy anything from logitech ever again.",0.0
651,fit my daughter's ipad mini like a glove and have held up nicely for the past 5 months.  would purchase again.,1.0
652,this was a good purchase and sale was all a plus.  i do not know how my system would work without it and do not really want to find out!  would buy another if necessary.,1.0
653,"i bought this earlier this day, and i'm already disappointed. the software is fairly cheasy, even the best quality is very grainy, it chews up the battery, and it has the smallest amount of memory. 2 mb. most keychain cameras have 8mb. i'm not even going to try it on low res mode, especially after i saw high res. it will not let me take video. and, there is no way to add memory (most can). i'm taking it back asap, and am going to by the better quality vistaquest camera. i'm just happy i did not buy the digital concepts camera, for it supposedly does not work at all.",0.0
654,"i'm not a very high tech person, but setup was very easy and the picture is fantastic. speakers are not all that great, but i knew that going in when i purchased a flat screen tv..... i purchased a bose solo and now the sound is fantastic!!!! i'm loving my new system.",1.0
655,i should have read all the reviews before purchasing. this does not support output and so is worthless for cellphone use. no returns.,0.0
656,"i purchased this in hopes to stream videos to my tv and also use my tv as a ""3rd monitor"" when needed.  streaming from my phone simply youtube videos were very choppy and had a voice delay which made it unwatchable.  video streaming from my pc would freeze the adaptor requiring a reset.  i was able to use it as a 3rd monitor, but any instance of a video/ad would immediately freeze the adaptor.  calling ms customer support was no help as they basically repeated any trouble shooting step i read online over the phone (yes i updated the firmware).  i gave up and got a chromecast and have none of these issues, but lost the ability to use the tv as monitor.",0.0
657,i had to modify this part to fit the application it is sold to fit into.  i even called rf and they told me what needed to be done and that they were aware that the part does  not fit road glides very well,0.0
658,"i am really a mediabridge cable fan, but this hdmi cable will not handle 4k from my roku ultra to my lg uhd 4k tv. i kept getting video flicker & total video blackout, not to mention that roku would not allow any 4k content to my tv because of an issue with the hdmi cable.
so, in all the research i have done, i found blue jeans cables & ordered a few 6 footers from them, hooked it up between my roku ultra & tv.
roku finally passed the 4k signal test & away i went.
now enjoying a great picture with sound. if you want good quality hdmi cables (& yes, their more expensive), try blue jeans cables.",0.0
659,"great memory card, great price! stores can charge you up to $100 (or more) for a 32 gb card. that is why i love amazon!!!",1.0
660,was disappointed with the quality.  speaker wire connectors are made of cheap plastic and broke on several speakers when trying to connect.  even with the sub woofer the speakers sounded tinny. poor sound quality when playing music loudly. returned for infinity speakers and sub woofer.,0.0
661,"this remote worked ok for a while, but i can no longer update it. it gives me a message to contact customer service. after 10 days, this is the only message that i received from logitech: ""double check the account, forwarded to level 2 support to investigate and they will have the account unlock. will be informing you for further update.""

what? remote is now dead, and they have not responded to my last 3 messages. the remote is pretty mediocre, compared to other similar remotes. with the terrible customer support, i will steer clear of logitech.",0.0
662,my second set of klipsch ear buds and i am very happy with them. a great balance between price and good sound quality. i find that the angled ear pieces fit really well and are very comfortable.,1.0
663,"after 15 months and 4 days, the power went bad (stand-by power, but nothing else) and samsung refuses to do anything other than have me pay for repair (gee, an almost $700 tv and it is probably going to cost at least a couple hundred to repair!!, not to mention, that i'm now waiting for 3-4 business days just to be contacted by a service rep so i can get an estimate).  a tv this expensive should last longer than 15 months.  it is infuriating that samsung refuses to stand behind it is product quality. as far as i'm concerned there simply is no such thing to samsung... and i personally will never purchase one of their products again... therefore, be forewarned.",0.0
664,"in the past, i have good impressions of dlink products with the combination of features and price, but this particular router is one to stay away from.  dlink should have tested the product much more extensively before releasing it.

the original firmware (jan 2005) is full of bugs, and two attempts at v1.2 upgrades made the router unusable.  dlink support attempted to be helpful, but it seems that they are not aware of the problems with this particular router, and the responses i received were not helpful at all.  after going through two routers, i returned them to the store and bought an airlink superg ar420w at half the price (on sale), and worked flawlessly the first time around.

i like the feature set and the web gui is pleasant, but the bugs are too severe and make the product unusable:

1. dns does not work after a short period of time  2. incorrect  listing of dhcp clients  3. upgrade of firmware cause the web application on the router to ""die"".",0.0
665,horrible product. do not buy! this is the second attempt at purchasing from this manufacturer and both time the box stopped recording. it said it was recording but would not record. all i got were a few records out of both boxes before they broke. the first purchase was the entry level cloner box. the second was the cloner box pro. so frustrating.,0.0
666,"this is my second unit to replace a failed one that lasted 5 years. one of the relays in the old unit failed and i would have to push the 'on' switch multiple times before it would finally catch. it got to the point where it might take 20 or more tries, and finally it gave up the ghost.
up to that point it really performed flawlessly, and i would give it five stars if it had lasted longer. normally you wold just replace the battery and it keeps on humming along. actually, it does not hum at all. the unit is totally noiseless, and that is one of the things i like about it.",1.0
667,"excellent product that works quite well on my mac during testing. download the driver and worked fine pretty handy if you have a mac air you can free up the thunderbolt port if you need a hard wire connection.

the website for the driver was very easy to navigate and find also which is not always the case.

much like their other hub i tested cannot fault it for what it is.

product provided for review",1.0
668,"bought this instead of a name brand card for 2 reasons. as a class 10 card it is cheaper than others in same class, and thought the usb adapter would be handy. when it arrived, the package was clearly opened before and was scotch taped back together so i would not buy from pham retail again. the actual micro sd card works fine and as expected, but the usb adapter starts out working in my computers and when i try to access the files it loses the connection. i suspect this is because the outside shell of the adapter is plastic not metal. usb usually has the shell grounded and this obviously cannot be done if it is plastic so it is worthless.",0.0
669,"i have an detached garage about fifty feet from the house. the open alert worked at that distance the reset would not. programing for another zone did not solve the problem. bringing the transmitter closer, to about ten feet, it would work. returned. second unit. worked for about five days, then quit. transmitter light blink, receiver, nothing. bringing them closer, again nothing. returned for refund.",0.0
670,"i love the look, feel and fit.  my only negative would be the stand.  it is slippery and not very steady.",1.0
671,bought this for my note 4 and nothing happned. i plugged everything into the tv. i then plugged the usb into a charger block nothing happened. what do i need to do?,0.0
672,"since i purchased my mini laptop from wolvol, i have had nothing but 100% responsive feedback on all my concerns.

i have no hesitation in recommending wolvol.  they are absolutely excellent in their customer relationship.

very quick respnse feedback.  keep up the good work.

regards,

ingrid jaikaransingh",1.0
673,"this is far superior in protecting my ipod touch 4 than the silicon sleeve i was using. the silicon one kept coming undone due to it is pliablitiy, while this stays securely inplace.",1.0
674,"the only portion of this that worked was the radio. the auto-time setter was 20 minutes off, the iphone dock was never once able to play audio from my iphone 4, and it failed to even charge the phone.",0.0
675,"i've ordered these for myself and my mother, and we both love them. they were perfect for travel, because neither of us have ears that hold the regular iphone buds. she has the older round style, and i have the new style. both worked great. without these, my iphone ear buds were completely useless to me.",1.0
676,i needed this to connect an android device to an hdmi cable because my port is on a surround sound. it works great and came fast.,1.0
677,"case was in perfect condition on arrival.  it is well made. the leather gives it a quality, professional look.  device 'snapped in"" with moderate pressure.
i have used it everyday for 2 months without issue.  i would definitely recommend this product for anyone looking for a case for their asus tf101.",1.0
678,"toysrus is only selling it for $1.88, amazon is selling it 4 times more than toysrus, which completely surprise me as i have been an amazon's fan for more than 5 years and they always have a more reasonable price as compared to other e-commerce.",0.0
679,"i have these and tried them and they are ok, but i like outside the ear phones better. reasons:

a. they isolate ambient sound better

b. they feel more comfortable

c. they do not add decibles to the sound you hear

note that according to audiologists, inside the ear phones add about 7 decibles to the sound you are generating (because the phones are directly inside your ear canal). thus, if you are listening at 90 dbl, it becomes 97. potentially tinnitis producing !!

if you want to isolate ambient sound, such as in an office environment, i would suggest bose or ex29 ""extreme isolation"" headphones. the ex29s are about $ 90 and are big, but they work very well.",0.0
680,do not buy shut off 1 year 6 months after i bought it and will not come back on. no warrentee,0.0
681,i bought this with some hesitation after reading one negative review...but i'm glad i got it because it works great but keep in mind you have to have the shiney side facing the monitor for it to work properly,1.0
682,"like it.  it is a tiny, slim little thing, easy to get connected up.  the range is pretty good from my phone - i managed about 20 feet.  it is not the loudest speaker, but considering the size, it is surprisingly good quality.  worth the price.",1.0
683,"i bought 2 of these on woot.com before christmas...returned them both. this camera is unusable because of a terrible buzzing sound recorded in video mode. picture quality is about what you would expect for a $40 camcorder, very grainy indoors and washed out outdoors. i cannot believe they are trying to unload these on their customers. do not waste your time and money.",0.0
684,"the unit worked, but the maps were outdated. the windshield mount was very awkard and had one part that was prone to break. the one part did break and the customer service from magellan was awful. the unit was still under warranty but they kept putting me off. i called six times over two months and they said each time that they were mailing me the new part. when i would call to follow up after not receiving the part they would say they just got them in and would mail it that day. i will never buy another magellan product.",0.0
685,i absolutely love this clock radio.  i own 2 and have bought others for family members.  they all love them.  one of my favorite features is that 2 different alarms can be set simultaneouly or you can just set one or the other based on their time settings.  the only thing that is a bit challenging is changing the time.  this has only been an issue since we switched dates for daylight savings time.  it needs to be mannually set via some criptic timezone code. have not experienced this with the new one yet so the problem may be corrected.  other than that its wonderful.,1.0
686,great price for the capacity and it is very convenient - be careful though - easy to lose due to it is size and light weight and the keychain hook can come off easily.,1.0
687,"we had high hopes for the sportfolio deluxe 15"" macbook pro case after reading some of the reviews and knowing that it was designed specifically for the macbook pro.  however, we quickly ended up with a broken zipper pull and were plagued with the extremely squeaky swivels that attach the straps.  because of the broken zipper pull, we have returned the case.",0.0
688,i got this as a gift for my aunt and she loves it. the color is a nice chic navy and the case sturdy enough for normal everyday wear and tear. everything else was a nice added bonus for the price. shipping took some time but we were not in any hurry.,1.0
689,this worked for a year (which is better than another adapter i bought) and then just stopped working. it worked great until then though.,0.0
690,"the video is great on these cameras but hooking up audio is a nightmare. amcrest recommended some preamp microphones to plug into the video in ports on the back of the dvr. they have a audio out port also. but according to technical support, the audio out port is useless because it cannot have a microphone plugged in the audio in port and a speaker in the audio out port at the same time. so i asked the audio port is useless then and they responded with yes. if you need just video, these are great. if you need to add audio, look for a different brand",0.0
691,"okay little case just to protect dvd player when not in use.  functional on the headrest set up if you have lots of patience. this item was on sale, if full price would not purchase.",0.0
692,"i got this to use for my cleaning business. we use canned air, but it gets so cold and u have to wait for it to warm up to use it again. it is nice to dust knick knacks with and gets into the cracks and crevices.  well, this did not do what i expected. the tubes the air comes out kept blowing off.  then it decided to quit working and it was an electrical prob. my husband said, after he tore it apart.  so, pass on this.",0.0
693,"no instructions, cracked when (carefully) opening to put the tablet in . very strong chemical smell like new asphalt or something equally toxic. not bad for the price i suppose but i'd say spend a few extra bucks for something of higher quality.",0.0
694,"have used both the startech (dkt30chpd) and the satechi (st-tcmam) multiport adapters for my touch bar macbook pro. both are good but i would say that the satechi wins out because it did not require a driver download for ethernet, it has a card reader and of course it matches the finish of my laptop. the startech will live on the desk of my home office and the satechi will go in my bag.",1.0
695,"works perfect, this screen was an easy swap and my chromebook is up and working again with no problems.",1.0
696,"this has nice protection, i just wish it came with either a built in screen protector or a separate one for the price.  overall this is a sturdy case, i like the kickstand, it is also a great place to hang onto while walking or standing and using the surface pro 3.",1.0
697,"very pleased with adapter.  very simple installation, but did need to load driver for my windows 7.  worked fine after that.  also have received e-mails from tech support on who to contact if issues- before it arrived.  would buy more products from them in future, very satisfied and works as stated.",1.0
698,this product is a scam. do not purchase what so ever. the five star ratings are all fake.,0.0
699,i got this for my husband for his birthday  ..he loves it.  all his friends have one so i had to get one for him.  ....,1.0
700,"this is one of my no l series lenses, i do recommend it, very good lens and you need it within your kit",1.0
701,"i echo all the other honest reviews. with the microscope, all you see if the orange light. everything is plastic, and useless. (thankfully we recieved this free. if we had paid money for it we would be sending it back!)",0.0
702,this is the worst camera we have owned. the second time we used it the seal broke and water leaked in. panasonic is no help. do not waste your money. we have owned the olympus waterproof and it was great i regret not spending the money to replace that one with another olympus. will never buy a panasonic camera again.,0.0
703,bought 4 packs of 2. 1 bad one in 2 of the packages. speaker did not work on them,0.0
704,"the case fits my laptop just fine, but feels wimpy.  when the bag arrived, it had a paper tag that was held to the side-pocket zipper by a thin elastic string, and when i attempted to pull the tag to remove it, the (metal) zipper broke right in half.  when i say broke in half i do not mean the tab for the zipper broke, but the base is still attached, i mean the base of the zipper literally split in half and fell off of the bag.",0.0
705,"ordered two of these, both sets came with the wrong charger!
(wish i could upload a photo, looks like only video allowed)",0.0
706,"its made for the i phone 4/4s : do not buy if u have an ipod, wrong item!!!!!
the black version is an actual ipod 4th gen case. (i own one)",0.0
707,"classy exterior, you will not see 20 more at starbucks, ok keyboard, sd card slot kind of stupid couse it sticks out. same internals shared with most minis, easy mem upgrade, nice screen. fake behind battery sim slot. not good for gaming diferent thzn the acer one couse of video card in this one is locked to 64 mb! but makes it better for regular work. huge quality against acer or hp.  nice overall quality machine.  i love my white lenovo  mini!",1.0
708,"not the highest quality mount, but that is what i wanted, a mount that was not super expensive.

it worked and still using today with my clearstream4 hdtv antenna",1.0
709,"i replaced the first one of these within 30 days, as it just quit playing dvds completely, and one of the wireless headphones never worked.  the replacement unit worked okay for about a week, and now it is locking up, overheating, getting stuck, yet randomly working fine.  it is very finicky about power.  it seems to not like car power, only the wall outlet.  performance is more reliable (though not good) when plugged into an outlet.  the screen scratches easily and should have come with one of those plastic screen protectors.  the remote is abysmally designed, crammed with buttons and confusing.  the wireless headphones are a good idea, and work okay most of the time (if they work at all).  unfortunately, they are prone to bursts of loud popping static from interfering signals.  within a day i gave my kids some cheap wired headphones to replace the wireless ones.

if it were just one unit, i would say i got unlucky, but two in a row intermittently failing within a month of purchase indicates poor quality at the manufacturer, and it is just not worth it.  i genuinely regret not spending the money on a video mp3/mp4 player instead.",0.0
710,"i have sometimes pain in the mouse-hand, so i've tried this one. it is worse.
it is little harder to concentrate mouse-point, but it works well. the problem is that hand have no support and you are holding it in unusual position.
i think that only one benefit is a little bit impressive for you surroundings ;-)",0.0
711,love this computer more than i needed but the price was so good and this is a good brand..picked up another laptop for the my son in college not as expensive as this one but what a deal on both!,1.0
712,"they are the worst earphones i ever used,  i'll try to return them to the merchant for a full refund.",0.0
713,these seem to be a cheap version of a pair i loved and had for years.  i returned them.,0.0
714,the battery charging portal does not work unfortunately. the usb cable is fine & is in good working order. disappointed & would like to hear from seller about refund / replacement please.,0.0
715,"very very small, i have small hands too, these would really only fit a child or very small adult.",0.0
716,"do not buy these headphones! sound quality is absolutely terrible. they sounded ok at best the first two times i used them, after that the sound quality ranges from awful to completely unbearable and unusable. also, the microphone box on the right side is way too big and heavy causing the earbud to pull out.",0.0
717,"crucial has a good reputation so i picked these up. a great price too!

snapped right in and worked with no issues. recommended!!",1.0
718,"very good router works well as expected and its very fast, setup was easy but i had to reset by holding the reset button for 15 secs because when i tried to config it using 192.168.10.1 it kept telling me that i was putting the wrong password but after i reset it it was working perfectly. only thing thats annoying is everytime you change a setting it takes about 15 secs to bring you back to the menu but other than that im very impressed with this.
i couldent belive how fast it got here it took 3 days and when i got it it really was in ""like new"" condition it just gets better and better, to top it all off it came in its original packageing .

**update**
12/10/11
 i got rid this garbage and got a linksys e1500. its a very fast and is reliable.",0.0
719,works great my screen was nasty with the accumulation of dust and grime from the last year or so. now it looks brand new!,1.0
720,i am disappointed 100% by the short life of this product after just a short while attached to the headset this item stopped working all together could not talk out do not buy from the company i did,0.0
721,"goog brand but not works

it does not work the short wave band. fm band works well but i bougth precisely for the the short wave",0.0
722,"i this is not the smallest so i would not buy something that someone has to lie about.  i have purchased the redbear nano 1.0, 1.5, and now 2.0.  they are all smaller than this and better supported. the redbear ble nano is 18 mm by 21 mm. and i have had no problems with them.  if you want one this size go for the redbear micro",0.0
723,if you have an ipad 2. do not get this! it kept turning off my ipad. it would not lock into place. overall it is a substandard product that should be avoided.,0.0
724,"this product is great for individuals with a desktop computer which does not have built-in wifi. so easy to install.. just follow the directions. installed software, plugged in adapter, and connected to my wifi. computer speed was better than when i was using a cable. now have more flexibility as to where i want my computer setup.",1.0
725,you get what you pay for. my 12 year old struggled to use it and now it is sitting collecting dust,0.0
726,"complete waste of money, tried to use with the gh5, cannot handle the weight with lens. guess you get what you pay for.",0.0
727,"initially, the folding screen cover/stand kept popping off.  it is just a little stiff when new.
 bend and flex it a few times to soften it up. never comes off now.
great protection and easy to hold.",1.0
728,"reminds me of my ex... thin, stylish, simple, and did not work. seriously use a paperclip instead",0.0
729,"i used this case to build a mini-stx computer for general office use.  it is a good quality case.  i wish the blue led did not blink continuously, but some of the folks in my office think it looks cool and there is never any confusion as to whether the computer is running.  recommended.",1.0
730,"i've had this drive for a year now.  it is quiet, fast, durable and reliable.  definitely worth the money.",1.0
731,"i am updating my review. the square metal part has come loose, and the audio now has small hissing and popping sounds during playback, making it useless. maybe paying the extra $30 for the genuine thing is worth it.",0.0
732,"excellent case,  superb protection and perfect. they stand is so much better than the stands for cell phones. wish it were inany more colors.",1.0
733,"like the title says, nice case -- but there is something strange with the design of the drive bays. i bought a few wd black drives to install and at the back of the shelf for the drives is a lip that is bent inward. it is clearly designed this way, but when the drive is attached to the tray and slid back into position, it will not click into place because the lip at the back of the shelf does not allow the entire drive to slide into place. i had to bend the lip outward to allow the drives to slip fully into the shelf and click into place.

it is like they did not take measurements of how deep a 3.5"" drive would need. it is such a strange oversight that i spent a lot of time thinking i was overlooking something -- but no matter what i tried, i could not get the drives to sit properly in the bay until i bent those lips out of the way.",1.0
734,"too old of a version does not have the ability to have service going to it will not work do not buy too outdated
 seller did not inform customer that this product cannot work anymore very deceiving to still have this listed",0.0
735,"bought this after reading all the great reviews! thought it would be perfect for what we needed and what we were looking for.
if it looks to good to be true!
we tried it from kentucky to arizona. in many different situations. it does not work.
in all fairness,we gave at one final trail. used it in a hotel room in pinetop, az. had our 2 (two) identical acer laptop computers up and logged on. not a bit of difference. do not waste your money on this piece of garbage. in our experience and trying to use it, it failed miserably and repeatedly
in my honest opinion, all the rave reviews given on this c crane super usb antenna, must have come from people who were paid or compensated by the company. it does not do what it claims to do. of course, if they offer to reimburse me for the money i wasted on this i would be more than glad to change my review on this piece of plastic garbage.",0.0
736,"it is a really nice form-fitting case. it is ultralight, so doesnt add much thichness or weight to the kindle. looks like a nice notebook. love the tan color.
as some reviewers mentioned, the flap doesnt have a magnet or something else to keep it closed. some people might prefer this way, but i would like to be sure that it stays closed in my pack. i attached a strap and now it looks like a moleskin notebook. problem solved. i prefer this case to the others (something with a magnet or clip or a band to keep the flap securely closed) , because it doesnt need anything on the kindle to hold in place.

edited: i have wifi only kindle, so i cannot comment on 3g signal blockage as reported by some users. mine doesnt seem to affect the wifi signal.",1.0
737,cheap and good. only down side is short battery life. need to charge after every gym session. couldnt last for two 2hrs sessions,1.0
738,product works great- good battery life and sound. also comes with different size for better fitting options into the ear. i would recommend and you cannot beat the price.,1.0
739,"terrible problems with this pc. constant ""low memory"" problems even without loading and personal software on the machine. service sent two additional computers as resolution of problem, and still receives same error. asked if it had to do with double montitor set up, using 7 yr old hp monitors and they said no. never resolved as they said it is not their issue.",0.0
740,"item did not work out of the box. did not record and the digital screen did not display properly (parts of numbers/words were cut off). very flimsy plastic construction.  please do not be suckered in by the $150 ""list price"" - this piece of junk is not worth 5 bucks. sent it back.",0.0
741,"i wish the screw slots on the back were a little deeper since the screws i use to bolt this to the wall gets stuck in the slots and is breaking the plate. as long as i do not move out though, works beautifully.",1.0
742,"i gave this to my son for christmas.  he loves it!  he says it holds everything he needs when he goes out for a day of photo shooting, keeping everything safely tucked in its own compartment.  not too heavy either.",1.0
743,no complaints so far with functionality. these cables are very convenient. the one complaint i have is that the female end uses the thin metal design instead of a heavier plastic end. one of the two cables i am using sits on the floor under my feet and does not always have something plugged into it. my concern is that eventually i will end up stepping on the end or rolling over it with the wheels of my office chair.,1.0
744,"just did a complete cleaning of all of my camera lenses.  product worked wonders!  no smears and no lint left behind and most importantly, no scratches of any kind.  just put two in every one of my camera bags.",1.0
745,"needs better quality control. missing a couple of the plastic sleeves for the pins. also one of three sets had 2 male-female and no male-male.

have not tested for electrical properties so hopefully no issues there.",1.0
746,"this radio far exceeds the expectations for its price. the 3rd gen bff9 v2+ blows all previous models out of the water with transmission power and tx/rx signal qualities. easily programmable using chirp (pardoning the programs own shortcomings), with an abundance of customizable functions to meet your needs.",1.0
747,i received the roko soon after ordering it. it is a perfect match for my older tv. it works great.,1.0
748,"medium range price, but you get your money's worth with this 1080p.  it has one pane of glass design which gives it a premium look.  picture quality and vibrant colors set this tv apart from its competitors.  had been contemplating on the g10 model or this v10 model, and we went with the v10 model (because of the 96hz refresh rate).  seeing other flat screens, lcd's, and plasmas...they did not catch the eye like this one did.  we compared them to samsung's 52b750 and sony's xbr9.  liked the sony also, but too overpriced, and the quality was on par.  samsung's picture quality just could not compare.",1.0
749,"i bought this set for my raspberry pi.  everything works well, in fact works even without a powered hub, but not swappable.  if you plug in while the pi is running, the wifi dongle will kill it and it will restart.  however, if it is plugged in the whole time, it works fine as king as you have a good power supply.  no issues with the bluetooth dongle.

update:  after owning this about six months, i am now using the wifi dongle on my windows 7 pc.  took a few minutes to get the drivers sorted, but everything works now.",1.0
750,"i switched from a blackberry 8830 to an iphone 3g, and wanted to keep my soft ear-bud headset that i was using with my bberry (actually a plantronics headset).  it had a 2.5mm 4 band plug, and the iphone used a 3.5mm 4 band plug.

i read the reviews, both positive and negative, and figured that i could risk the $0.99.  i guess you get what you pay for!

i only get sound out of the right side.  the microphone works fine.  if i slowly plug the 2.5mm headset into the female side of the adapter, i can get both ear-pieces working, but the mic then cuts out.  i have to leave the plug out about 1/16"" to get stereo, so it looks like the connectors in the adapter socket do not quite line up.

i've tried this with my iphone and my ipod nano, and my plantronics headset and the original blackberry headset.  results are the same.  when everything is plugged in tight, only the right channel works.  if i back off the headset plug, both left and right work, but no microphone.

if anyone finds an adapter that consistently works, please post it here!",0.0
751,"after hearing se-ch9t iem's i had high expectations. i do not know if they are defective, but the music becomes ""muddied"" & distorted at higher listening levels. i made it through ""piano man"" and ""no quarter"" when the top of my head & ears became too sore. i had to take them off. not happy with this, i must return it.",0.0
752,the casting started falling apart exposing the battery cell itself and that was up against my leg.  the seller is only willing to exchange it and not refund it even though i have been trying to resolve this issue for months.  i had to buy another bather from someone else.,0.0
753,was trying to save money and ended up spending more because these were terrible and i ended up buying the bose ones anyway. when i got the bose replacements there was an obvious difference in the shape and quality. dont waste your money.,0.0
754,"have a netgear ac1900 extender at remote cabin pushing wifi from a verizon 7730l  jetpack connected by a wilson cell booster.  had tplink 8 db antennas to replace the 5 dbs that came with the extender.  could not connect to wifi at neighbor's cabin about 100 yards away.  put these monster antennas on the nighthawk, and had 2 of 3 bars at his cabin with 2+ mbs download speeds.  amazing difference.  these antennas are so big they will only stay up or fall to side.  you will have to support the antennas due to length and weight.",1.0
755,this item was a complete piece of crap - you get better magnification squinting through a paper towel roll. save your money and use it somewhere else.,0.0
756,"very poor system. i bought one of these, the camera works ok but it keeps logging out of coverage after about 10 minutes. you have to keep logging in to keep it running. the pc software sucks there are no settings for to manage the camera. the manufacturer just responds pc software coming soon.",0.0
757,"i've always liked amd processors, but this one... i love it! works with my older gigabyte ga-ma790x-ds4 motherboard perfectly (of course you need latest bios update). i'm java developer, and i often work on my own projects at home, so this processor enabled me to work more efficiently, with it is help i've already earned money i paid for it :) thanks, amd, thanks, amazon :)",1.0
758,"even though had some issues with installation, i am not giving 1 star due to that reason. once the screen protector was installed, i was disapointed to see that the screen was not clear. by that i mean is the protector downgraded the clarity of retina display. even though i could see through the screen the image quality had significnatly reduced. this brothered me a lot to the point that i had to take it off and return it. i want to make it clear that the isntallation was correct and there was not smudges or particles. the reduction of quality was due to the screen itself.",0.0
759,use this as both an amp and a dac. comes with a cord to connect directly to your android phone as a dac.,1.0
760,"i bought a 25 pack of these and they may be going back as soon as i find a replacement. what i like about these couplers is that there is no circuit board - just wire to wire. unfortunately that is all i like about these couplers.

what i do not like is that the ethernet cables need to be pushed in as far as they can go and not have any pressure pull back on them. i attached seventeen of these and was having connectivity issues with a few cables. i then decided to randomly test some of the couplers with a cable tester and quickly found the issue about needing the cables pushed in as far as possible. pull back a little and some of the connections were lost (#1, #4, etc.). i tested some other couplers and they did not have the same issue when using the same test cables. i wish i knew where i had purchased those other couplers.

in addition to needing the cables securely seated, these couplers come apart rather easily. i discovered this while trying to unplug a cable. that was how i discovered the wire to wire connection that i liked.",0.0
761,it came in plastic bag was used with scratches on the front and no extra fuzes. an not happy with this sale at all,0.0
762,"most satisfied with both items. just as advertised! over all quite satisfied with both products. if this is a standard example, i'll use this venue againg when i shop",1.0
763,i only buy ultra or extreme sandisk cards so i was very happy with this one. it offers enough storage for how i use it (in a backup camera for photographing weddings.) it writes pretty quickly and has a solid transfer rate.,1.0
764,"i removed my existing memory in my comp and inserted the product. when i started up the comp, i got the beep codes for memory error.then i replaced it with my prior memory and the computer never booted back up.sadly a 30$ purchase has now caused me to spend 350$ on a new comp.",0.0
765,internal clips not strong enough.  when you attempt to plug a cable in it pushes the female connector through the back of the wall plate into the wall.,0.0
766,i bought this for my canon a2500.  its a good cheap little camera case and does the job in protecting your camera.,1.0
767,"i've had the same screen protector on my ipad mini for about 6 years so it was time for a change. the one i had was discontinued so i decided to give this one a try. so far i'm happy, it was a little tricky getting setting up but once i figured it out it was simple, it even fits under the case.",1.0
768,"do not get me wrong, i'm a huge fan of jabra products, over the past 7 years i have had several jabra bluetooth headsets.  i purchased the bt 250 only after my bt 500 battery stopped working, the old unit was ""awsome"" no clarity issues. the bt250 has a crackeling noise that you hear in the headset even when your not talking on the phone, this could be an isolated issue with the unit that i purchased????
i returned the unit and purchased a jawbone.",0.0
769,"love it.  works really well.  so much better than the first generation of gps devices.  love the voice directions and the chime when a turn is near.

excellent product.  my wife had one i was using and i liked it so much i bought myself one.",1.0
770,"pros:

- good gaming laptop. low format high performance.

cons:

- flimsy design.
- keyboard is not feel responsive. it causes issues with backlit on keys.
- wifi is inconsistent, but if you are gaming, who cares.
- grade f support.

other thoughts:

the build is okay, but it could be sturdier. do not count too much on support. it takes a long time to answer questions and create tickets for repairs. i had to get newegg involved so they can listen. after i finally got their attention i had to pay for shipping. that is unacceptable for a top dollar machine. i did all the repairs on my own since their warranty is useless. i personally will not purchase another item from this brand.",0.0
771,"i'm sorry, i just do not like the design, i think it is ugly and over priced. i've heard better at a much lower cost.",0.0
772,fantastic quality and the leather rivals that of high end luxury brands.  look to this company for the best quality leather tablet accessories,1.0
773,amazing product. loud and good base for not having a sub woofer. they are larger than expected but they are very nice and sturdy. best speakers for under $100.,1.0
774,just installed this on my new spinning bike and works like a charm.  holds virtually any tablet.,1.0
775,i lost my charge cable while traveling im glad i bought the two- piece cablor. it worked perfectly,1.0
776,"i bought this because i just purchased a new uhd tv and apple tv (4th gen) does not support uhd.  the roku has problems streaming (showtime & espn) with frequent ""loading"" pauses where the apple tv does not.  both devices are hard wired to the same network and hard wired to the same tv, so the problem must be with the roku.  i'll keep it in anticipation of the day when more uhd content is available, but for now my apple tv works much better.",0.0
777,"i have had this laptop for about 6 months now, and i am still really happy with it.  i use it for work and games.
pros: super fast.  i switched out the hdd with a 120gb patriot wildfire, and moved the hdd to a caddy in the dvd bay.  i also upped the ram to 14gb.  audio is loud and clear enough (not great quality) to listen to music on.  has an hdmi out and vga out so i can plug in both my monitors when i work.
cons: the keyboard layout is a bit different and took me awhile to get used to.  if you do not adapt to key layout changes well, you may want a usb keyboard or a different computer.  its a bit of a big laptop.  i knew this when i was buying it, but once i had it in my hands, i was like wow.  i have nick named mine ""the monolith"".",1.0
778,words great for multiple uses.  i've tried it in every configuration i can imagine and it works like a champ.  buy it!,1.0
779,"i used it for about a week until i noticed 3 of the colors stopped working. i did not care at first because white still worked. the next day, i booted my computer and only 2 colors were working! i could not do anything so i decided to trash it.",0.0
780,"i love the fitbit flex! works great and works well with my weight watchers app! the only negative about the flex is that you are unable to swim in it or shower with it on.
i have had this one for a while and am looking forward to the fitbit flex 2! wonderful product!",1.0
